purchase_order_number,line_number,sku,quantity_ordered,unit_cost_gbp,line_status
PO-2025-01871,1,VALV-1007,18,13.74,Received in full
PO-2025-01872,1,ELEC-1134,56,86.94,Received in full
PO-2025-01873,1,VALV-1056,33,24.83,Received in full
PO-2025-01873,2,DRAIN-1138,24,151.45,Received in full
PO-2025-01873,3,VENT-1205,7,24.55,Received in full
PO-2025-01873,4,PIPE-1119,672,6.85,Received in full
PO-2025-01874,1,ELEC-1057,54,4.03,Part received
PO-2025-01874,2,DRAIN-1199,24,5.54,Received in full
PO-2025-01874,3,PIPE-1025,795,2.3,Part received
PO-2025-01875,1,DRAIN-1161,154,5.68,Outstanding
PO-2025-01876,1,DRAIN-1145,38,14.43,Received in full
PO-2025-01876,2,ELEC-1134,104,86.28,Part received
PO-2025-01877,1,DRAIN-1204,36,6.95,Received in full
PO-2025-01877,2,ELEC-1217,182,101.79,Part received
PO-2025-01878,1,PIPE-1029,180,4.28,Received in full
PO-2025-01879,1,RENW-1081,3,2055.54,Received in full
PO-2025-01879,2,DRAIN-1214,35,35.49,Part received
PO-2025-01879,3,ELEC-1094,180,3.17,Part received
PO-2025-01880,1,VALV-1121,42,82.61,Received in full
PO-2025-01881,1,TOOL-1219,44,1.0,Received in full
PO-2025-01881,2,TOOL-1128,510,2.96,Part received
PO-2025-01881,3,RENW-1105,5,3211.98,Received in full
PO-2025-01881,4,RENW-1201,3,1165.68,Received in full
PO-2025-01882,1,RENW-1122,5,1131.95,Received in full
PO-2025-01882,2,RENW-1145,7,2465.06,Received in full
PO-2025-01882,3,HEAT-1158,5,1023.75,Received in full
PO-2025-01883,1,DRAIN-1186,24,52.19,Part received
PO-2025-01883,2,RENW-1053,15,2546.53,Received in full
PO-2025-01884,1,TOOL-1163,40,8.1,Received in full
PO-2025-01884,2,TOOL-1087,42,2.62,Part received
PO-2025-01884,3,RENW-1100,60,776.17,Received in full
PO-2025-01884,4,TOOL-1219,37,1.02,Received in full
PO-2025-01885,1,PIPE-1029,570,4.26,Part received
PO-2025-01886,1,ELEC-1214,204,1.39,Received in full
PO-2025-01887,1,RENW-1095,4,2134.95,Received in full
PO-2025-01887,2,ELEC-1008,171,4.46,Received in full
PO-2025-01888,1,PIPE-1142,180,0.43,Received in full
PO-2025-01888,2,ELEC-1049,364,34.57,Part received
PO-2025-01889,1,VENT-1095,8,171.48,Received in full
PO-2025-01889,2,VALV-1102,15,71.09,Received in full
PO-2025-01890,1,TOOL-1110,36,20.26,Received in full
PO-2025-01891,1,RENW-1100,26,775.79,Received in full
PO-2025-01891,2,PIPE-1101,290,2.12,Part received
PO-2025-01891,3,TOOL-1018,80,1.33,Received in full
PO-2025-01891,4,VENT-1009,11,500.8,Received in full
PO-2025-01892,1,RENW-1112,12,698.49,Received in full
PO-2025-01892,2,RENW-1203,6,766.3,Received in full
PO-2025-01893,1,VALV-1215,21,20.8,Received in full
PO-2025-01893,2,VENT-1115,6,41.39,Received in full
PO-2025-01894,1,RENW-1087,9,1188.41,Received in full
PO-2025-01895,1,VALV-1163,15,73.53,Received in full
PO-2025-01895,2,PIPE-1029,465,4.35,Part received
PO-2025-01896,1,DRAIN-1145,46,14.55,Received in full
PO-2025-01896,2,ELEC-1134,112,86.72,Received in full
PO-2025-01897,1,ELEC-1143,104,16.38,Received in full
PO-2025-01898,1,RENW-1081,3,2059.77,Received in full
PO-2025-01899,1,RENW-1087,36,793.2,Outstanding
PO-2025-01899,2,TOOL-1051,77,0.83,Outstanding
PO-2025-01899,3,TOOL-1155,72,26.55,Outstanding
PO-2025-01899,4,DRAIN-1106,132,7.51,Outstanding
PO-2025-01900,1,ELEC-1214,144,1.38,Part received
PO-2025-01900,2,VALV-1215,18,21.18,Received in full
PO-2025-01901,1,HEAT-1130,8,792.46,Received in full
PO-2025-01902,1,HEAT-1004,5,270.12,Received in full
PO-2025-01902,2,DRAIN-1016,53,86.48,Received in full
PO-2025-01902,3,TOOL-1115,36,1.22,Received in full
PO-2025-01902,4,DRAIN-1179,145,123.6,Received in full
PO-2025-01903,1,ELEC-1217,210,103.97,Received in full
PO-2025-01903,2,ELEC-1150,85,14.94,Received in full
PO-2025-01904,1,HEAT-1200,6,956.29,Received in full
PO-2025-01905,1,DRAIN-1214,29,34.48,Received in full
PO-2025-01906,1,PIPE-1206,168,0.65,Received in full
PO-2025-01906,2,HEAT-1142,10,512.57,Received in full
PO-2025-01907,1,PIPE-1070,150,13.21,Part received
PO-2025-01908,1,DRAIN-1158,100,78.18,Received in full
PO-2025-01908,2,PIPE-1142,156,0.44,Part received
PO-2025-01909,1,PIPE-1101,260,2.13,Received in full
PO-2025-01909,2,TOOL-1163,40,8.14,Received in full
PO-2025-01910,1,ELEC-1217,98,103.41,Part received
PO-2025-01910,2,HEAT-1211,5,403.91,Received in full
PO-2025-01911,1,VALV-1137,19,65.15,Received in full
PO-2025-01911,2,VALV-1154,15,67.84,Received in full
PO-2025-01912,1,DRAIN-1122,24,38.8,Received in full
PO-2025-01912,2,PIPE-1061,406,2.06,Part received
PO-2025-01912,3,PIPE-1044,672,14.75,Part received
PO-2025-01913,1,PIPE-1201,1664,11.8,Part received
PO-2025-01914,1,DRAIN-1179,55,123.3,Received in full
PO-2025-01914,2,PIPE-1165,152,16.59,Part received
PO-2025-01914,3,HEAT-1130,5,781.98,Received in full
PO-2025-01915,1,HEAT-1137,7,599.1,Received in full
PO-2025-01915,2,PIPE-1156,152,0.54,Received in full
PO-2025-01915,3,DRAIN-1084,24,7.41,Received in full
PO-2025-01915,4,DRAIN-1056,24,23.2,Received in full
PO-2025-01916,1,RENW-1022,5,1432.22,Received in full
PO-2025-01916,2,PIPE-1168,930,1.04,Part received
PO-2025-01916,3,PIPE-1214,152,0.5,Received in full
PO-2025-01916,4,HEAT-1004,5,269.41,Received in full
PO-2025-01917,1,RENW-1035,9,1417.64,Received in full
PO-2025-01917,2,ELEC-1194,68,51.02,Received in full
PO-2025-01918,1,RENW-1134,3,700.92,Received in full
PO-2025-01918,2,TOOL-1077,105,2.55,Part received
PO-2025-01919,1,PIPE-1064,232,8.26,Part received
PO-2025-01920,1,VALV-1152,27,9.27,Received in full
PO-2025-01921,1,TOOL-1071,364,2.72,Part received
PO-2025-01921,2,TOOL-1144,90,1.06,Outstanding
PO-2025-01921,3,TOOL-1205,48,1.21,Outstanding
PO-2025-01922,1,ELEC-1214,66,1.37,Received in full
PO-2025-01923,1,VALV-1110,15,11.64,Received in full
PO-2025-01924,1,RENW-1070,3,1159.98,Received in full
PO-2025-01924,2,HEAT-1182,5,519.36,Received in full
PO-2025-01924,3,ELEC-1197,71,65.07,Received in full
PO-2025-01924,4,DRAIN-1075,25,74.02,Received in full
PO-2025-01925,1,DRAIN-1047,33,174.17,Received in full
PO-2025-01926,1,TOOL-1018,36,1.31,Received in full
PO-2025-01926,2,TOOL-1219,36,1.0,Received in full
PO-2025-01927,1,ELEC-1184,273,80.69,Outstanding
PO-2025-01927,2,ELEC-1008,630,3.54,Outstanding
PO-2025-01928,1,HEAT-1124,10,655.94,Received in full
PO-2025-01928,2,HEAT-1082,15,206.73,Received in full
PO-2025-01929,1,TOOL-1201,36,11.98,Received in full
PO-2025-01929,2,VALV-1163,15,72.31,Received in full
PO-2025-01930,1,RENW-1100,13,772.59,Received in full
PO-2025-01931,1,VALV-1121,17,83.9,Received in full
PO-2025-01932,1,PIPE-1201,1984,11.5,Part received
PO-2025-01932,2,RENW-1186,4,1447.0,Received in full
PO-2025-01933,1,ELEC-1150,75,14.94,Received in full
PO-2025-01933,2,VENT-1119,22,636.68,Part received
PO-2025-01934,1,RENW-1171,6,720.89,Received in full
PO-2025-01934,2,VENT-1134,8,46.27,Received in full
PO-2025-01935,1,VENT-1176,6,51.6,Received in full
PO-2025-01935,2,RENW-1100,26,778.15,Received in full
PO-2025-01936,1,PIPE-1150,791,0.29,Outstanding
PO-2025-01936,2,ELEC-1049,870,26.94,Outstanding
PO-2025-01937,1,DRAIN-1047,81,171.96,Received in full
PO-2025-01938,1,DRAIN-1082,24,7.3,Received in full
PO-2025-01939,1,DRAIN-1192,29,114.63,Received in full
PO-2025-01940,1,DRAIN-1214,35,34.78,Received in full
PO-2025-01940,2,RENW-1081,3,2086.38,Received in full
PO-2025-01941,1,DRAIN-1161,24,7.81,Received in full
PO-2025-01942,1,ELEC-1117,224,2.56,Outstanding
PO-2025-01943,1,VALV-1024,15,117.12,Received in full
PO-2025-01944,1,ELEC-1158,54,5.06,Received in full
PO-2025-01945,1,TOOL-1175,45,2.77,Received in full
PO-2025-01945,2,TOOL-1214,36,9.83,Received in full
PO-2025-01945,3,DRAIN-1130,25,57.13,Received in full
PO-2025-01945,4,HEAT-1112,5,305.89,Received in full
PO-2025-01946,1,RENW-1000,42,1321.96,Outstanding
PO-2025-01947,1,VALV-1084,37,111.62,Received in full
PO-2025-01948,1,TOOL-1163,46,7.98,Received in full
PO-2025-01948,2,RENW-1070,3,1171.73,Received in full
PO-2025-01948,3,VALV-1007,32,13.74,Received in full
PO-2025-01948,4,HEAT-1022,6,253.05,Received in full
PO-2025-01949,1,TOOL-1128,425,2.97,Received in full
PO-2025-01949,2,VALV-1007,25,13.9,Received in full
PO-2025-01949,3,ELEC-1025,54,34.19,Received in full
PO-2025-01949,4,PIPE-1206,168,0.65,Received in full
PO-2025-01950,1,PIPE-1119,600,6.86,Part received
PO-2025-01951,1,DRAIN-1047,69,172.68,Received in full
PO-2025-01952,1,DRAIN-1145,38,14.6,Received in full
PO-2025-01953,1,ELEC-1150,55,14.85,Received in full
PO-2025-01954,1,VENT-1009,11,500.62,Received in full
PO-2025-01954,2,PIPE-1004,248,1.91,Part received
PO-2025-01955,1,ELEC-1094,72,3.17,Received in full
PO-2025-01956,1,ELEC-1134,56,86.75,Received in full
PO-2025-01957,1,HEAT-1130,5,783.44,Received in full
PO-2025-01957,2,TOOL-1087,36,2.63,Received in full
PO-2025-01957,3,PIPE-1101,150,2.12,Part received
PO-2025-01957,4,PIPE-1206,150,0.65,Received in full
PO-2025-01958,1,RENW-1018,3,1813.76,Received in full
PO-2025-01959,1,PIPE-1088,308,0.27,Outstanding
PO-2025-01960,1,VENT-1192,6,599.56,Received in full
PO-2025-01960,2,RENW-1180,18,2284.26,Received in full
PO-2025-01961,1,DRAIN-1204,42,6.96,Received in full
PO-2025-01961,2,ELEC-1184,112,106.2,Received in full
PO-2025-01961,3,RENW-1122,5,1135.68,Received in full
PO-2025-01962,1,VALV-1065,20,92.29,Received in full
PO-2025-01962,2,VALV-1192,48,37.73,Received in full
PO-2025-01962,3,VALV-1091,37,67.87,Received in full
PO-2025-01962,4,VALV-1204,19,37.96,Received in full
PO-2025-01963,1,ELEC-1008,630,3.51,Outstanding
PO-2025-01964,1,VALV-1007,18,13.58,Received in full
PO-2025-01965,1,RENW-1010,7,2796.06,Received in full
PO-2025-01965,2,HEAT-1203,12,591.15,Received in full
PO-2025-01966,1,ELEC-1067,54,5.06,Part received
PO-2025-01966,2,DRAIN-1145,46,14.57,Received in full
PO-2025-01966,3,RENW-1035,9,1430.8,Received in full
PO-2025-01967,1,ELEC-1204,130,17.15,Part received
PO-2025-01968,1,RENW-1100,13,783.61,Received in full
PO-2025-01968,2,TOOL-1128,204,3.02,Part received
PO-2025-01969,1,DRAIN-1113,24,15.23,Received in full
PO-2025-01970,1,ELEC-1204,190,17.49,Received in full
PO-2025-01971,1,PIPE-1064,272,8.13,Part received
PO-2025-01971,2,ELEC-1143,152,16.23,Received in full
PO-2025-01972,1,ELEC-1088,125,13.29,Received in full
PO-2025-01973,1,VALV-1110,20,11.84,Received in full
PO-2025-01974,1,PIPE-1070,150,13.31,Received in full
PO-2025-01975,1,TOOL-1071,364,2.78,Outstanding
PO-2025-01975,2,PIPE-1061,990,1.52,Outstanding
PO-2025-01975,3,PIPE-1119,1876,5.26,Outstanding
PO-2025-01975,4,VALV-1056,78,19.53,Outstanding
PO-2025-01976,1,TOOL-1201,36,11.86,Received in full
PO-2025-01976,2,DRAIN-1095,62,108.43,Received in full
PO-2025-01977,1,RENW-1000,42,1347.31,Outstanding
PO-2025-01977,2,VALV-1091,112,49.52,Outstanding
PO-2025-01978,1,ELEC-1134,112,87.49,Received in full
PO-2025-01979,1,ELEC-1204,145,17.19,Received in full
PO-2025-01979,2,VALV-1130,19,18.32,Received in full
PO-2025-01980,1,PIPE-1029,405,4.28,Part received
PO-2025-01980,2,TOOL-1201,36,11.8,Part received
PO-2025-01981,1,DRAIN-1204,36,6.92,Received in full
PO-2025-01982,1,PIPE-1142,150,0.43,Received in full
PO-2025-01983,1,DRAIN-1179,175,120.54,Part received
PO-2025-01983,2,TOOL-1137,62,25.54,Received in full
PO-2025-01983,3,VALV-1007,32,13.9,Received in full
PO-2025-01983,4,VENT-1095,26,167.7,Received in full
PO-2025-01984,1,HEAT-1004,8,181.19,Outstanding
PO-2025-01984,2,RENW-1095,9,1719.4,Outstanding
PO-2025-01984,3,PIPE-1079,168,0.7,Outstanding
PO-2025-01984,4,ELEC-1171,112,39.54,Outstanding
PO-2025-01985,1,RENW-1022,5,1419.75,Received in full
PO-2025-01985,2,RENW-1158,3,3333.01,Received in full
PO-2025-01985,3,ELEC-1036,76,2.75,Received in full
PO-2025-01985,4,HEAT-1142,11,517.92,Received in full
PO-2025-01986,1,RENW-1161,9,691.84,Received in full
PO-2025-01986,2,HEAT-1082,15,207.85,Received in full
PO-2025-01987,1,VENT-1199,9,66.05,Received in full
PO-2025-01988,1,HEAT-1200,6,941.24,Received in full
PO-2025-01988,2,PIPE-1061,377,2.07,Part received
PO-2025-01989,1,PIPE-1165,192,16.48,Received in full
PO-2025-01989,2,TOOL-1003,36,33.31,Received in full
PO-2025-01989,3,VENT-1095,18,168.38,Received in full
PO-2025-01989,4,TOOL-1087,42,2.62,Received in full
PO-2025-01990,1,PIPE-1142,156,0.43,Received in full
PO-2025-01991,1,RENW-1087,9,1197.51,Received in full
PO-2025-01992,1,ELEC-1088,60,13.03,Received in full
PO-2025-01992,2,ELEC-1204,60,17.2,Received in full
PO-2025-01993,1,HEAT-1059,5,271.87,Received in full
PO-2025-01994,1,RENW-1031,8,2036.77,Received in full
PO-2025-01994,2,PIPE-1142,180,0.43,Part received
PO-2025-01994,3,DRAIN-1037,24,23.02,Received in full
PO-2025-01995,1,RENW-1105,5,3196.91,Received in full
PO-2025-01995,2,RENW-1158,3,3286.75,Received in full
PO-2025-01995,3,RENW-1068,3,3282.34,Received in full
PO-2025-01995,4,HEAT-1161,6,907.67,Received in full
PO-2025-01996,1,RENW-1158,7,2165.39,Outstanding
PO-2025-01996,2,TOOL-1149,90,2.45,Outstanding
PO-2025-01996,3,PIPE-1061,990,1.49,Outstanding
PO-2025-01996,4,TOOL-1056,36,9.41,Outstanding
PO-2025-01997,1,DRAIN-1122,24,38.39,Received in full
PO-2025-01997,2,HEAT-1200,8,946.38,Received in full
PO-2025-01997,3,RENW-1053,15,2584.96,Part received
PO-2025-01997,4,TOOL-1067,112,7.44,Received in full
PO-2025-01998,1,DRAIN-1179,120,122.15,Received in full
PO-2025-01998,2,TOOL-1018,66,1.32,Received in full
PO-2025-01998,3,PIPE-1135,150,4.81,Received in full
PO-2025-01998,4,TOOL-1219,37,1.01,Received in full
PO-2025-01999,1,ELEC-1214,66,1.39,Received in full
PO-2025-02000,1,VALV-1042,17,12.78,Received in full
PO-2025-02000,2,VALV-1204,21,37.57,Part received
PO-2025-02000,3,VALV-1065,24,92.3,Received in full
PO-2025-02001,1,TOOL-1175,45,2.76,Received in full
PO-2025-02001,2,VALV-1056,33,24.61,Received in full
PO-2025-02002,1,HEAT-1203,11,582.3,Received in full
PO-2025-02003,1,VALV-1152,15,9.71,Received in full
PO-2025-02003,2,VALV-1110,15,11.59,Received in full
PO-2025-02004,1,HEAT-1192,7,259.09,Received in full
PO-2025-02004,2,RENW-1081,3,2061.43,Received in full
PO-2025-02005,1,PIPE-1025,2079,1.8,Outstanding
PO-2025-02005,2,PIPE-1168,2118,0.7,Outstanding
PO-2025-02006,1,TOOL-1077,240,1.97,Outstanding
PO-2025-02006,2,PIPE-1088,308,0.27,Outstanding
PO-2025-02006,3,TOOL-1067,258,5.81,Outstanding
PO-2025-02007,1,PIPE-1064,200,8.12,Received in full
PO-2025-02008,1,DRAIN-1214,29,34.8,Received in full
PO-2025-02008,2,ELEC-1094,156,3.17,Part received
PO-2025-02009,1,ELEC-1107,72,2.43,Part received
PO-2025-02010,1,HEAT-1137,7,611.95,Part received
PO-2025-02010,2,VENT-1129,9,52.94,Received in full
PO-2025-02011,1,HEAT-1151,8,637.86,Received in full
PO-2025-02011,2,PIPE-1150,300,0.39,Outstanding
PO-2025-02011,3,VENT-1141,6,163.7,Part received
PO-2025-02011,4,RENW-1212,4,1942.85,Received in full
PO-2025-02012,1,RENW-1112,12,709.41,Received in full
PO-2025-02012,2,HEAT-1175,5,267.87,Received in full
PO-2025-02012,3,RENW-1203,6,772.42,Received in full
PO-2025-02013,1,VALV-1110,23,11.83,Part received
PO-2025-02013,2,VALV-1113,15,8.99,Outstanding
PO-2025-02014,1,TOOL-1192,36,4.17,Received in full
PO-2025-02015,1,VALV-1121,38,82.16,Outstanding
PO-2025-02016,1,ELEC-1049,156,34.21,Part received
PO-2025-02017,1,ELEC-1107,180,2.47,Part received
PO-2025-02017,2,TOOL-1077,105,2.56,Received in full
PO-2025-02018,1,ELEC-1214,168,1.38,Received in full
PO-2025-02019,1,ELEC-1217,210,103.68,Part received
PO-2025-02019,2,HEAT-1211,8,411.92,Received in full
PO-2025-02019,3,TOOL-1092,70,30.61,Part received
PO-2025-02019,4,DRAIN-1051,24,125.87,Received in full
PO-2025-02020,1,TOOL-1018,180,0.84,Outstanding
PO-2025-02021,1,HEAT-1124,8,658.09,Part received
PO-2025-02021,2,HEAT-1082,14,208.52,Received in full
PO-2025-02022,1,PIPE-1142,228,0.43,Received in full
PO-2025-02022,2,DRAIN-1158,148,79.25,Received in full
PO-2025-02022,3,DRAIN-1106,64,9.49,Received in full
PO-2025-02023,1,RENW-1127,3,1445.89,Received in full
PO-2025-02023,2,ELEC-1075,54,33.89,Received in full
PO-2025-02023,3,PIPE-1168,930,1.03,Part received
PO-2025-02023,4,TOOL-1087,51,2.6,Received in full
PO-2025-02024,1,PIPE-1070,150,13.26,Received in full
PO-2025-02025,1,ELEC-1107,228,2.43,Part received
PO-2025-02026,1,VALV-1084,84,81.41,Outstanding
PO-2025-02026,2,DRAIN-1016,120,57.49,Outstanding
PO-2025-02026,3,TOOL-1163,108,5.47,Outstanding
PO-2025-02027,1,VALV-1121,42,82.68,Outstanding
PO-2025-02028,1,ELEC-1143,104,16.28,Part received
PO-2025-02029,1,PIPE-1101,260,2.1,Part received
PO-2025-02029,2,DRAIN-1016,46,87.06,Received in full
PO-2025-02029,3,RENW-1100,60,774.71,Received in full
PO-2025-02029,4,VENT-1214,16,187.8,Received in full
PO-2025-02030,1,HEAT-1082,9,209.53,Part received
PO-2025-02030,2,HEAT-1124,5,642.84,Received in full
PO-2025-02031,1,RENW-1100,26,775.74,Part received
PO-2025-02031,2,RENW-1192,8,1378.21,Received in full
PO-2025-02031,3,VENT-1053,6,37.34,Received in full
PO-2025-02031,4,VENT-1192,6,598.22,Received in full
PO-2025-02032,1,RENW-1145,7,2458.01,Received in full
PO-2025-02032,2,VENT-1119,26,624.06,Received in full
PO-2025-02033,1,PIPE-1156,154,0.38,Outstanding
PO-2025-02033,2,DRAIN-1113,114,11.76,Outstanding
PO-2025-02033,3,TOOL-1155,72,26.71,Outstanding
PO-2025-02033,4,VALV-1154,28,47.51,Outstanding
PO-2025-02034,1,VALV-1152,27,9.69,Received in full
PO-2025-02034,2,VALV-1110,23,11.81,Outstanding
PO-2025-02035,1,ELEC-1119,54,67.64,Received in full
PO-2025-02036,1,VALV-1024,15,115.2,Received in full
PO-2025-02037,1,RENW-1100,13,777.68,Received in full
PO-2025-02037,2,HEAT-1142,5,522.88,Received in full
PO-2025-02037,3,PIPE-1165,152,16.69,Received in full
PO-2025-02038,1,VENT-1095,21,170.12,Received in full
PO-2025-02038,2,VALV-1196,15,41.37,Received in full
PO-2025-02038,3,PIPE-1165,208,16.67,Part received
PO-2025-02038,4,VENT-1080,6,96.23,Received in full
PO-2025-02039,1,ELEC-1197,59,65.48,Received in full
PO-2025-02040,1,ELEC-1217,98,102.64,Part received
PO-2025-02040,2,VENT-1119,10,620.83,Received in full
PO-2025-02041,1,ELEC-1094,72,3.19,Part received
PO-2025-02042,1,TOOL-1182,36,2.39,Received in full
PO-2025-02043,1,HEAT-1082,20,210.53,Received in full
PO-2025-02044,1,VALV-1091,112,49.75,Outstanding
PO-2025-02044,2,TOOL-1128,1140,2.07,Outstanding
PO-2025-02044,3,PIPE-1038,468,1.08,Outstanding
PO-2025-02044,4,TOOL-1018,180,0.85,Outstanding
PO-2025-02045,1,TOOL-1031,147,11.19,Outstanding
PO-2025-02045,2,PIPE-1150,791,0.29,Outstanding
PO-2025-02045,3,VALV-1192,138,27.51,Outstanding
PO-2025-02046,1,PIPE-1165,510,10.86,Outstanding
PO-2025-02047,1,HEAT-1033,7,799.14,Received in full
PO-2025-02048,1,VENT-1084,21,38.91,Part received
PO-2025-02048,2,RENW-1010,7,2775.02,Received in full
PO-2025-02049,1,PIPE-1142,156,0.43,Received in full
PO-2025-02050,1,VALV-1204,15,38.54,Outstanding
PO-2025-02051,1,RENW-1127,3,1459.63,Received in full
PO-2025-02051,2,TOOL-1163,46,8.02,Received in full
PO-2025-02051,3,HEAT-1109,5,281.09,Received in full
PO-2025-02052,1,ELEC-1049,364,34.38,Part received
PO-2025-02053,1,ELEC-1214,144,1.4,Received in full
PO-2025-02053,2,VALV-1215,18,21.12,Received in full
PO-2025-02054,1,HEAT-1211,7,404.43,Outstanding
PO-2025-02054,2,ELEC-1150,75,15.04,Outstanding
PO-2025-02055,1,VALV-1121,17,82.36,Outstanding
PO-2025-02056,1,ELEC-1204,60,17.57,Received in full
PO-2025-02057,1,PIPE-1070,150,13.15,Part received
PO-2025-02058,1,RENW-1100,61,773.61,Received in full
PO-2025-02058,2,HEAT-1142,15,521.71,Received in full
PO-2025-02058,3,TOOL-1219,52,1.01,Received in full
PO-2025-02059,1,VALV-1121,55,83.81,Outstanding
PO-2025-02060,1,HEAT-1130,10,777.85,Received in full
PO-2025-02061,1,VALV-1052,15,11.51,Outstanding
PO-2025-02061,2,VALV-1192,55,38.31,Outstanding
PO-2025-02061,3,VALV-1014,24,39.1,Outstanding
PO-2025-02061,4,VALV-1065,24,91.76,Outstanding
PO-2025-02062,1,VENT-1060,6,119.51,Received in full
PO-2025-02063,1,ELEC-1088,60,13.36,Received in full
PO-2025-02064,1,VALV-1130,19,18.48,Received in full
PO-2025-02064,2,RENW-1186,4,1431.95,Received in full
PO-2025-02065,1,VENT-1060,6,119.68,Received in full
PO-2025-02066,1,PIPE-1004,208,1.89,Part received
PO-2025-02066,2,TOOL-1137,45,25.24,Received in full
PO-2025-02067,1,TOOL-1110,36,20.17,Received in full
PO-2025-02068,1,DRAIN-1047,100,171.4,Part received
PO-2025-02069,1,PIPE-1064,232,8.1,Received in full
PO-2025-02069,2,VENT-1066,8,43.05,Received in full
PO-2025-02069,3,VENT-1199,9,65.68,Part received
PO-2025-02070,1,TOOL-1192,36,4.17,Received in full
PO-2025-02070,2,PIPE-1201,1984,11.68,Part received
PO-2025-02071,1,VALV-1137,19,65.41,Outstanding
PO-2025-02072,1,RENW-1087,9,1194.39,Received in full
PO-2025-02072,2,PIPE-1206,150,0.64,Received in full
PO-2025-02072,3,TOOL-1018,36,1.3,Part received
PO-2025-02072,4,DRAIN-1179,55,123.16,Outstanding
PO-2025-02073,1,DRAIN-1179,175,120.79,Part received
PO-2025-02074,1,HEAT-1124,24,490.31,Outstanding
PO-2025-02074,2,ELEC-1184,273,80.2,Outstanding
PO-2025-02075,1,ELEC-1067,54,5.14,Outstanding
PO-2025-02075,2,RENW-1152,6,1919.03,Outstanding
PO-2025-02075,3,ELEC-1134,112,86.44,Outstanding
PO-2025-02076,1,ELEC-1184,112,105.75,Outstanding
PO-2025-02077,1,DRAIN-1106,132,7.55,Outstanding
PO-2025-02077,2,RENW-1161,11,507.9,Outstanding
PO-2025-02077,3,TOOL-1051,77,0.83,Outstanding
PO-2025-02077,4,PIPE-1189,342,0.89,Outstanding
PO-2025-02078,1,VALV-1065,20,92.39,Outstanding
